ID	IsHide	LastName	FristName	Desc	Sex	Age	BodyType	Hair	Beard	ClothesStuff	BodyColor	BackStory1	BackStory2	BackStory3	Feature1	Feature2	Feature3	Experience1	Experience2	Experience3	Experience4	Relation1	Relation2	Relation3	Seed	Eyebrows	REye	LEye	Nose	Mouth	Ear	Yinji	Bahen	Shipin	IsCreat
ID	"是否隐藏 1 不参与随机但参与创建
 2 不参与随机也不参与创建"	姓	名	轮回者来源	性别(1男2女)	年龄	身体类型(1正常2壮3胖)	头发ID	胡须ID	衣服主材料	肤色(正常0白1黑2黄3)	背景故事1	背景故事2	背景故事3	附加特性1	附加特性2	附加特性3	经历1	经历2	经历3	经历4	关系1(ID|NAME)	关系2(ID|NAME)	关系3(ID|NAME)		眉毛ID	右眼ID	左眼ID	鼻子ID	嘴巴ID	耳朵ID	印记ID	疤痕ID	饰品ID	创建方式
680603170	1	雪	菡心	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603171	1	雪	柔娅	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603172	1	雪	俊婷	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603173	1	雪	蔚欣	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603174	1	雪	采春	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603175	1	雪	嘉璟	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603176	1	雪	梅妍	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603177	1	雪	馨芝	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603178	1	雪	莲菡	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603179	1	雪	惠弦	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603180	1	雪	静冬	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603181	1	雪	芙曼	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603182	1	雪	珠桐	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603183	1	雪	莲梅	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603184	1	雪	曦雯	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603185	1	雪	昕芝	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603186	1	雪	琳家	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603187	1	雪	花莉	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603188	1	雪	桐彤	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603189	1	雪	韵琬	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603190	1	雪	月雨	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603191	1	雪	玉雪	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603192	1	雪	怡婧	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603193	1	雪	丽雅	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603194	1	雪	冬露	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603195	1	雪	依心	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603196	1	雪	彤蕾	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603197	1	雪	柔杉	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603198	1	雪	冰倩	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603199	1	雪	月芙	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603200	1	雪	璇珊	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603801	1	白	芷	冰云十二医仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602241												3	6	6	5	5	1	0	0	2
680603802	1	青	黛	冰云十二医仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602241												3	6	6	5	5	1	0	0	2
680603803	1	半	夏	冰云十二医仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602241												3	6	6	5	5	1	0	0	2
680603804	1	杜	若	冰云十二医仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602241												3	6	6	5	5	1	0	0	2
680603805	1	忘	忧	冰云十二医仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602241												3	6	6	5	5	1	0	0	2
680603806	1	沉	香	冰云十二医仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602241												3	6	6	5	5	1	0	0	2
680603807	1	松	音	冰云十二医仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602241												3	6	6	5	5	1	0	0	2
680603808	1	空	青	冰云十二医仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602241												3	6	6	5	5	1	0	0	2
680603809	1	京	墨	冰云十二医仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602241												3	6	6	5	5	1	0	0	2
680603810	1	南	星	冰云十二医仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602241												3	6	6	5	5	1	0	0	2
680603811	1	紫	苏	冰云十二医仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602241												3	6	6	5	5	1	0	0	2
680603812	1	雪	见	冰云十二医仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602241												3	6	6	5	5	1	0	0	2
680603813	1	初	空	冰云十二月仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602242												3	6	6	5	5	1	0	0	2
680603814	1	梅	见	冰云十二月仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602242												3	6	6	5	5	1	0	0	2
680603815	1	夜	樱	冰云十二月仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602242												3	6	6	5	5	1	0	0	2
680603816	1	清	和	冰云十二月仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602242												3	6	6	5	5	1	0	0	2
680603817	1	浴	兰	冰云十二月仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602242												3	6	6	5	5	1	0	0	2
680603818	1	蝉	羽	冰云十二月仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602242												3	6	6	5	5	1	0	0	2
680603819	1	凉	月	冰云十二月仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602242												3	6	6	5	5	1	0	0	2
680603820	1	月	见	冰云十二月仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602242												3	6	6	5	5	1	0	0	2
680603821	1	竹	醉	冰云十二月仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602242												3	6	6	5	5	1	0	0	2
680603822	1	时	雨	冰云十二月仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602242												3	6	6	5	5	1	0	0	2
680603823	1	神	乐	冰云十二月仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602242												3	6	6	5	5	1	0	0	2
680603824	1	胧	月	冰云十二月仙	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602242												3	6	6	5	5	1	0	0	2
